Title,Address,Property Type,Location,State,Bedrooms,Bathrooms,Toilets,Date Listed,Prices
Standard 3 Bedroom Apartment,"Westwood Estate, Badore Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,3.0,2026-04-26,3500000
3 Bedroom Block Of Flats,Life Camp Abuja,Detached / Semi-Detached Duplex,Camp,Abuja,3,3,3.0,2026-04-21,6000000
2 Bedroom Apartment With Bq,Ikate Lekki Lagos State Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-04-16,10000000
Mini Flat,Berger Ojodu Lagos,Mini Flat,Ojo,Lagos,1,1,1.0,2026-03-04,1500000
Mini Flat,Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,1,0,0.0,2026-05-11,3500000
Mini Flat,Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,1,0,0.0,2026-05-11,4000000
Mini Flat,Alapere Kosofe Ikosi Lagos,Mini Flat,Kosofe Ikosi,Lagos,1,2,2.0,2026-04-24,1800000
Serviced 2 Bedroom Apartment With Bq,"Off Admiralty Way, Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-04-04,30000000
"Newly Built, Spacious & Standard *roomself",Palmgrove Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2026-06-10,900000
Room Self Contained,Deeper Life Ifako Gbagada Gbagada Lagos,Detached / Semi-Detached Duplex,Epe,Lagos,0,0,0.0,2025-09-04,1000000
One Bedroom And Parlor(mini Flat) With Personal,Estate Igbo Efon Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-06-04,4000000
Very Good 3 Bedroom Flat,"After Paradise Estate, Life Camp Abuja",Detached / Semi-Detached Duplex,Camp,Abuja,3,3,3.0,2026-02-25,4000000
Serviced 1 Bedroom Apartment With Bq,Elegushi Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,2,2.0,2026-03-19,12000000
Mini Flat,Mende Maryland Lagos,Mini Flat,Maryland,Lagos,1,0,0.0,2026-03-14,4000000
Newly Built & Exquisitely Finished 2 Bedroom,Aguda Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,2,2,2.0,2026-05-30,4000000
"A Fairly Used And Standard Miniflat, Upstairs",Off Shipeolu Street Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,1.0,2026-05-27,2000000
A Nicely Built And Spacious Miniflat,Off Pedro Road Ladilak Shomolu Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,1,1.0,2026-05-30,2000000
Furnished 2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-04-18,12000000
1 Bedroom Apartment,Sangotedo Ajah Lagos State. Sangotedo Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Edo,1,2,2.0,2026-03-02,3500000
Nicely Renovated And Standard 2bedroom Flat,Off Lawanson Road Lawanson Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,2,2,2.0,2026-06-05,4000000
Single Room Shared Apartment,Ikate Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-06-13,2500000
Room Self Contained,Sanyo Soka Expressway Jat Ibadan Soka Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,0,0,0.0,2026-01-18,550000
Standard Mini Flat,Xtadox Estate Even Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-04-26,1500000
2 Bedroom Flat,Mabushi District Abuja. Mabushi Abuja,Detached / Semi-Detached Duplex,Mabushi,Abuja,2,2,2.0,2026-03-07,10000000
Standard Room Self Contained,Abule Ijesha Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,0.0,2025-11-10,1000000
Executive 3 Bedroom Penthouse,Ikeja Gra Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,3,3,3.0,2026-04-18,30000000
Spacious Guest Room In A Shared Apartment,Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-05-21,1800000
2 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,3,3.0,2026-02-24,30000000
"Fairly Used And Decent Roomself Con, Groundfloor",Off Pedro Road Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2026-05-23,900000
3 Bedroom Apartment In An Estate,Unity Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,0,0.0,2026-03-25,3000000
Serviced 4 Bedroom Apartment With Bq,"Abraham Adesanya, Ogombo Ajah Lagos",Detached / Semi-Detached Duplex,Ajah,Lagos,4,5,5.0,2026-04-13,13000000
Renovated 2bedroom 2nd Floor All Room Ensuite,Off Muritala Mohammed Way Adekunle Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2.0,2026-05-21,4000000
Semi Furnished Room Self Conain,Abule Ijesha Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,0.0,2025-09-30,1000000
2 Bedroom Flat,Oke Ira Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,2,2,2.0,2026-05-20,2500000
Newly Built 4 Bedroom Penthouse,Mobile Road Ilaje Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,4,4,4.0,2026-05-12,7000000
Neatly Spacious 2 Bedroom Upflat,Sawmil Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,2.0,2026-06-09,5500000
Mini Flat,Even Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-03-20,2000000
Fully Furnished 3 Bedroom Apartment With Bq,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-04-07,18000000
Newly Built Mini Flat,Royal Palm Will Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-05-12,2000000
Standard Newly Built And Very Decent Roomself Con,Palmgrove Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2026-06-10,900000
Spacious 3 Bedroom Flat,Gwarinpa Extension Gwarinpa Abuja,Detached / Semi-Detached Duplex,Gwarinpa,Abuja,3,3,3.0,2026-05-12,6500000
4bedroom Flat @ Ogba,Haruna Ifako Ogba Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,4,3,3.0,2026-05-02,3500000
Mini Flat,Off Sunmola Street Mende Maryland Lagos,Mini Flat,Maryland,Lagos,1,1,1.0,2026-03-14,4000000
3 Bedroom Apartment,Gated Street Close To Signboard Ado Road Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,0,0.0,2026-05-24,2700000
Furnished 3 Bedroom Apartment Plus Bq,"Old Ikoyi,lagos State. Old Ikoyi Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-06-08,65000000
Nicely Built And Standard Roomself Contain,Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2026-05-25,1300000
A Standard Two Bedroom With Two Balcony,Adekunle Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2.0,2026-05-25,3000000
Beautiful Room Self Contained,Agric Ikorodu Lagos,Detached / Semi-Detached Duplex,Ikorodu,Lagos,0,0,0.0,2026-01-19,600000
2 Bedroom Block Of Flat With 2 Living Room,Life Camp Abuja,Detached / Semi-Detached Duplex,Camp,Abuja,2,3,3.0,2026-03-16,10000000
Mini Flat,Greenville Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-05-15,2000000
Spacious 3 Bedroom Flat,Wuse 2 Abuja,Detached / Semi-Detached Duplex,2,Abuja,3,4,4.0,2026-04-18,10000000
Fully Furnished Mini Flat,Anthony Village Maryland Lagos,Mini Flat,Maryland,Lagos,1,2,2.0,2026-06-02,4000000
"Neatly Used 2bedroom Flat Apartment, At Dopemu Agege",Dopemu Agege Lagos,Detached / Semi-Detached Duplex,Agege,Lagos,2,3,3.0,2026-06-16,3000000
Furnished 3 Bedroom Penthouse,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-06-14,30000000
Roomself,Palmgrove Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2025-09-27,900000
Furnished 3 Bedroom Apartment,Victoria Island Extension Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-04-07,40000000
"Newlybuilt 2bedroom Flat Apartment, At P And T Estate",P And T Estate Ipaja Ipaja Lagos,Detached / Semi-Detached Duplex,Ipaja,Lagos,2,3,3.0,2026-06-14,3000000
Newly Built 2 Bedroom Flat,Oluwaga Baruwa Ipaja Lagos,Detached / Semi-Detached Duplex,Ipaja,Lagos,2,3,3.0,2026-04-12,2000000
Room Contained,Ogudu Orike Ogudu Lagos,Detached / Semi-Detached Duplex,Ogudu,Lagos,1,1,1.0,2026-04-16,1000000
Decent Mini Flat,Ogudu Orike Ogudu Lagos,Mini Flat,Ogudu,Lagos,1,2,2.0,2026-06-03,1600000
Self Contain In Mabushi For Rent,Mabushi Abuja,Detached / Semi-Detached Duplex,Mabushi,Abuja,1,1,1.0,2026-06-05,2000000
Very Lovely An Standard 2bed Room Flat Fence,Mafoluku Oshodi Lagos,Detached / Semi-Detached Duplex,Oshodi,Lagos,2,2,2.0,2026-06-02,2700000
Spacious & Sharp Mini Flat Available,Abule Oja Yaba Lagos,Mini Flat,Yaba,Lagos,1,1,1.0,2026-05-21,2000000
3 Bedroom Apartment,"Orchid Hotel Road Lekki,lagos State Orchid Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-05-11,7000000
Masters Bedroom,Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-05-14,2800000
Renovated 2 Bedroom Up Flat (on A Row ) 2t 2b,"Rosenje, By Deeper Life Soluyi Gbagada Lagos",Detached / Semi-Detached Duplex,Epe,Lagos,2,2,2.0,2026-05-30,2600000
Luxury 3 Bedroom Apartment With Bq,Sabo Yaba Lagos,Luxury Apartment,Yaba,Lagos,3,3,3.0,2026-06-05,8500000
Relatively New And Standard 2bedroom Apartment,Makoko Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2.0,2026-06-02,3000000
A Lovely Self Contained,Awolowo Way Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,0,0,0.0,2026-04-29,1200000
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos State. Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-03-02,25000000
Newly Built 3 Bedroom Flat,"Close To Nicon Junction, Maitama Abuja. Katampe Main Abuja",Detached / Semi-Detached Duplex,Main,Abuja,3,3,3.0,2026-05-11,9000000
Newly Built & Serviced 2 Bedroom Apartment,Igbo Efon Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-04-25,7000000
Renovated Mini Flat Featuring An Additional Room,Ogudu Gra Ogudu Lagos,Mini Flat,Ogudu,Lagos,1,1,1.0,2026-05-23,3000000
Luxurious 2 Bedroom Apartment Flat,Dogo Majekodunmi Street Soluyi Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,2.0,2026-06-18,3500000
Newly Built Room Self Contain Apartment,Soluyi Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,1,1,1.0,2026-05-03,1300000
Fully Furnished 2 Bedroom Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2.0,2026-06-02,10500000
1 Bedroom Furnished Apartment,Shonibare Estate Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,1,0,0.0,2026-04-06,10000000
Luxury Mini Flat At Gwarinpa,Gwarinpa Gwarinpa Abuja,Mini Flat,Gwarinpa,Abuja,1,1,1.0,2026-06-08,3000000
Fully Service Portable And Clean Mini Flat,Lekki Phase 1 Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,0.0,2026-06-02,4500000
Self Serviced 2 Bedroom Apartment,Ilaje Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,2,2.0,2026-06-02,3000000
Decent 2bedroom Upflat Inside An Estate,Ifako Gbagada Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,2.0,2026-05-29,4000000
Newly Built Room Self Contained,Ifako Gbagada Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,0,0,0.0,2025-10-16,900000
Spacious Roomself At Yakoyo Ojodu Berger,Yakoyo Alagbole Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,0,0,0.0,2026-06-10,500000
Spacious Room Self Contained,Berger Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,0,0,0.0,2026-01-16,500000
Room Self Contain,Oregun Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,0,0,0.0,2026-03-07,1000000
1 Bedroom Bungalow (mini Flat),Ikota Villa Estate Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-05-14,3500000
Furnished Two Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,3,3.0,2026-06-06,30000000
Mini Flat,Osapa London Lekki Lagos,Mini Flat,Lekki,Lagos,0,0,0.0,2026-04-01,5000000
Serviced 2 Bedroom Apartment With Bq,"Lekki Right Hand Side, Lekki Phase 1 Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-04-04,14000000
Mini Flat,Alausa Ikeja Lagos,Mini Flat,Ikeja,Lagos,1,0,0.0,2026-05-01,2000000
3 Bedroom Apartment Plus Bq,Parkview Estate Ikoyi Lagos State. Parkview Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-05-04,25000000
Spacious Roomself Con At Alagbole Berger Ojodu,Berger Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,0,0,0.0,2026-05-29,400000
Renovated 3bed Room Up Flat With All Room En Suite,Ogudu Orike Ogudu Lagos,Detached / Semi-Detached Duplex,Ogudu,Lagos,3,3,3.0,2026-06-06,4500000
Beautifully Fully Furnished Studio Condo,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,1,1,1.0,2026-05-19,5000000
Spacious Serviced 4 Bedroom Apartment Plus Bq,1004 Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,4,5,5.0,2026-06-08,21000000
Fully Serviced 2 Bedroom Apartment With Bq,"Chisco Ap Filling Station,ikate Lekki Lagos State. Ikate Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-06-19,7000000
"Partially Furnished,standard 2bedroom Apartment",Fola Agoro Road Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2.0,2026-05-23,8500000
Single Room With Shared Kitchen,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-01-22,1500000
Room Self Contained,Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,0,0,0.0,2025-10-03,500000
2units Of Fully Furnished 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-01,9000000
Renovated Mini Flat For Rent,"Off Ajayi Road, Ogba Ikeja Lagos",Mini Flat,Ikeja,Lagos,1,1,1.0,2026-06-01,1500000
Serviced 3 Bedroom Apartment With Bq,"Ikate Elegushi, Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-04-07,18000000
2 Bedroom Flat,"Shagari Estate , Egbeda Alimosho Lagos",Detached / Semi-Detached Duplex,Alimosho,Imo,2,2,2.0,2026-05-19,2000000
Spacious 3 Bedroom Apartment,Estate Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,3.0,2026-06-19,50000000
Neatly Renovated And Standard Roomself Con,Akoka Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,0.0,2026-06-08,1200000
Room Self Contained,Berger Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,0,0,0.0,2025-09-12,400000
Room Self Contained,Ogudu Orike Ogudu Lagos,Detached / Semi-Detached Duplex,Ogudu,Lagos,0,0,0.0,2025-12-16,1000000
A Luxury Standard Miniflat Upstairs Featuring Two,Soluyi Gbagada Lagos,Luxury Apartment,Gbagada,Lagos,1,1,1.0,2026-06-01,1800000
Serviced 3 Bedroom Apartment,"Primewater Estate, Ikate Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-04-07,25000000
Brand New 3 Bedroom Flat,Katampe Main Abuja,Detached / Semi-Detached Duplex,Main,Abuja,3,3,3.0,2026-04-27,10000000
Executive Studio Apartment,Anthony Anthony Village Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,1,0,0.0,2026-03-10,5000000
3 Bedroom Apartment With Bq,Life Camp Abuja,Detached / Semi-Detached Duplex,Camp,Abuja,3,4,4.0,2026-04-06,7000000
Spacious Roomself,Berger Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,0,0,0.0,2025-11-11,400000
Fully Serviced 1 Bedroom Apartment,Ikate Lekki Lagos State. Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,2,2.0,2026-06-19,4500000
Tasteful 2 Bedroom Apartment,Estate Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-19,13500000
"Newly Built, Spacious,standard 2bedroom Apartment",General Hospital Road Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,2.0,2026-06-04,5000000
Fully Serviced 2 Bedroom Apartment With Bq,Lekki Phase 1 Lekki Lagos State. Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-05-30,12000000
Very Decent Relatively New Miniflat With 2 Toilets,Off Pedro Road Ladilak Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,1,2,2.0,2026-06-04,2000000
Fully Serviced 3 Bedroom Apartment With Bq,Ikate Lekki Lagos State. Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,4.0,2026-06-19,35000000
Furnished 2 Bedroom Apartment,Ologolo Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-05-20,12000000
3 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-03-08,35000000
2 Bedroom Apartment,Anthony Village Maryland Lagos,Detached / Semi-Detached Duplex,Maryland,Lagos,2,2,2.0,2026-05-20,4800000
Brand New 2 Bedroom Apartment*,Estate Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-06-19,8000000
Spacious 2 Bedroom Upsatirs4 In A Duplex With,Estate Ikota Lekki Lagos,Terraced Duplex,Lekki,Lagos,2,2,2.0,2026-06-17,4000000
Neatly Renovated Standard 2bedroom Apartment,Ogudu Lagos,Detached / Semi-Detached Duplex,Ogudu,Lagos,2,2,2.0,2026-05-23,4000000
Newly Built Two Bedroom Apartment,Thomas Estate Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,3,3.0,2026-04-25,6000000
Fully Serviced 2 Bedroom Apartment With Bq,Ikate Lekki Lagos State. Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-06-19,10000000
Mini Flat,Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-05-11,2200000
Room Upstairs With Shared Kitchen,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,1.0,2026-05-09,3000000
Room Self Contained,Akoka Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,0,0,0.0,2025-10-22,900000
Spacious Masters Bedroom,Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-05-23,4000000
2 Bedroom Apartment,Silverpoint Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,2,3,3.0,2026-05-07,5000000
Newly Built Mini Flat,"Seaside Estate, Badore Ajah Lagos",Mini Flat,Ajah,Lagos,0,0,0.0,2026-04-09,2000000
Furnished 4 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,4,5,5.0,2026-02-22,70000000
Newly Renovated Room Self Contained,Opebi Ikeja Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,0,0,0.0,2025-10-07,1250000
3 Bedroom Apartment,Adeola Odeku Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-04-20,45000000
Newly Built Mini Flat,Rockstone Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-04-24,2200000
Mini Flat,Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-04-20,2500000
Spacious 2 Bedroom Flat,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-02-09,9000000
Standard And Very Decent Newly Built Mini Flat,Off Pedro Road Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,1.0,2026-06-09,3000000
Furnished Luxury 2bedroom Flat@ Allen,Off Allen Avenue Ikeja Lagos,Luxury Apartment,Ikeja,Lagos,2,2,2.0,2026-02-02,10000000
Lovely Newly Renovated 3 Bedroom Apartment,Ebute Metta East Adekunle Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,3,3,3.0,2026-06-05,5000000
Fully Furnished & Serviced 1 Bedroom Apartment,Off Admiralty Way Lekki Phase 1 Lagos State. Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,2,2.0,2026-05-30,8000000
Newly Built Three Bedroom Bungalow,Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,3.0,2026-05-25,4500000
Mini Flat,Royal Palm Will Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-04-28,1800000
Semi Furnished 3 Bedroom Flat With Bq,Dideolu Estate Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-01-20,25000000
2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-02-06,9000000
Newly Built Serviced Two Bedroom Apartment,Lekki Right Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-05-14,14000000
Executive Furnished 2 Bedroom Flat,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-04-29,14000000
"Nicely Built And Standard Miniflat, Upstairs",Off Pedro Road Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,1,1,1.0,2026-06-09,3000000
Brand New Mini Flat,Ebute Metta Yaba Lagos,Mini Flat,Yaba,Lagos,1,2,2.0,2026-04-05,2000000
Serviced 2 Bedroom Apartment With Bq,Admiralty Way Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-02-23,10000000
Big Studio Apartment With Kitchen,Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-06-04,3000000
Decently Furnished 2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-14,9000000
12 Units Of 3 Bedroom Flats With Bq,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,3.0,2026-05-14,30000000
3 Bedroom Apartment,Kunsela Road Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-05-13,18000000
Single Room For Rent,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-05-21,3100000
Spacious 2bedroom Apartment With Swimming Pool,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-05-21,12000000
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,3.0,2026-05-11,22500000
Serviced 3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-02-16,60000000
Furnished 1 Bedroom Flat At Lekki Phase 1 Lagos,Lekki Phase 1 Supreme Lagos Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,0.0,2026-05-27,8500000
3 Bedroom Apartment With Bq,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-06-04,40000000
Lovely Furnished And A Serviced 1 Bedroom Mini Flat,Lekki Right Lekki Phase 1 Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-06-08,8500000
Decent Spacious Three (3) Bedroom Flat,Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,3,3,3.0,2026-05-25,4500000
Spacious Studio Apartment.,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-06-04,3000000
Fully Serviced 2 Bedroom Apartment,"Chevy View Estate, Chevron Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2.0,2026-04-17,9000000
Luxurious 4 Bedroom Furnished Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,4,5,5.0,2026-03-26,25000000
Newly Built Mini Flat,Silverpoint Estate Badore Ajah Lagos,Mini Flat,Ajah,Lagos,0,0,0.0,2026-04-24,2500000
Semi Masters Bedroom Apartment.,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-06-02,2400000
Spacious Room Upstairs In A Shared Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,0,0.0,2026-05-25,2000000
One Bedroom And Parlor(mini Flat) With A Personal Open,Estate Orchid Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,1.0,2026-06-03,4000000
Well Maintained Units Of Room Self Contain,Off Bajulaye Road Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,0.0,2026-06-09,1100000
Fully Serviced 3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,4.0,2026-03-21,40000000
Fully Serviced 2 Bedroom Apartment With Bq,"Ikate Elegushi, Ikate Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,3.0,2026-03-21,10000000
Furnished/serviced 3 Bedroom Apartment With Bq,Oniru Victoria Island Lagos State. Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,4,4.0,2026-02-25,33000000
