Title,Address,Property Type,Location,State,Bedrooms,Bathrooms,Date Listed,Prices
2 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2026-02-11,30000000
2 Bedroom Flat,Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,0,0,2025-08-26,1300000
"4 Bedroom Serviced Apartment In Ikate, Lekki",Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,4,5,2026-06-05,20000000
5 Bedroom Duplex,Oluyole Oyo,Terraced Duplex,Oluyole,Oyo,0,0,2026-01-06,4000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-03-10,45000000
Room And Parlour Self Contain,"Osilaja Area, Along Tipper Garage Akala Express Way Ibadan Oyo",Detached / Semi-Detached Duplex,Ibadan,Oyo,0,0,2025-09-04,700000
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,2026-06-16,17000000
2 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2026-05-06,15000000
2 Bedroom Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-03-09,6000000
2 Bedroom Flat,Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,0,2026-06-18,850000
7 Bedroom Semi Detached House,Off 1st Avenue Road Ikoyi Lagos,Terraced Duplex,Ikoyi,Lagos,0,0,2026-03-10,130000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2026-02-25,30000000
Newly Built 2 & 3 Bedroom Flats,Elebu Off Akala Express. Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,0,0,2026-01-21,800000
2 Bedroom Apartment,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-03-12,4500000
Superb Studio Apartment,First Gate Ikota Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-05,1600000
Newly Built And Decent One Bedroom Apartment,Ebute Metta Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,1,2026-06-05,2500000
Newly Built 2 Bedroom Apartment @ Sholuyi Gbagada,Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,2,2,2026-06-05,5500000
Spacious Mini Flat At United Estate Alagbole Berger,Yakoyo Alagbole Ojodu Lagos,Mini Flat,Ojo,Lagos,1,1,2026-06-05,700000
Newly Built And Well Designed 2 Bedroom Apartment,Ilupeju Lagos,Detached / Semi-Detached Duplex,Ilupeju,Lagos,2,2,2026-06-05,3500000
A Relatively New One Bedroom Apartment Available,Behind High Court Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,1,1,2026-06-22,3000000
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,2026-06-05,22000000
Newly Built And Spacious Miniflat,Ilaje Bariga Bariga Lagos,Detached / Semi-Detached Duplex,Bariga,Lagos,1,2,2026-06-22,2200000
5 Bedroom Detached Duplex,Lekki Lagos,Terraced Duplex,Lekki,Lagos,5,0,2026-06-05,15000000
2 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-06-05,12500000
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,2026-06-05,15000000
"Brand New, Modern 2 Bedroom Flat",Alagomeji Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,2,2026-06-22,5000000
Decen Mini Flat,Ogudu Orike Ogudu Lagos,Mini Flat,Ogudu,Lagos,1,1,2026-06-05,1500000
Standard Spacious Mini Flat At Isawo Agric Ikorodu,Agric Ikorodu Lagos,Mini Flat,Ikorodu,Lagos,1,1,2026-06-05,600000
Decent Mini Flat,Mende Maryland Lagos,Mini Flat,Maryland,Lagos,1,2,2026-06-05,2200000
2 Bedroom Flat,Ojuelegba Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,2,0,2026-06-05,3000000
2 Bedroom Flat,Ojuelegba Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,2,0,2026-06-05,2500000
Executive 2 Bedroom Flat,Ojuelegba Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,2,0,2026-06-05,3500000
Well Fitted 2 Bed Apartment,Osapa London Osapa London Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-06-05,6000000
Newly Built 2 Bedroom Flat,Ijesha Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,2,0,2026-06-05,3500000
A Newly Built Miniflat,Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,1,0,2026-06-05,2800000
A Spacious Room And Parlor,Emerald Estate Ilaje Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,2026-06-22,2500000
3 Bedroom Apartment With Bq To Let @ Vi,Close To Four Point Hotel Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2026-06-05,15000000
Mini Flat,Badore Ajah Lagos,Mini Flat,Ajah,Lagos,1,1,2026-06-05,2000000
"Luxury Fully Serviced Self Contained Apartment, Ikoyi",Osborne Foreshore Estate Ikoyi Lagos,Luxury Apartment,Ikoyi,Lagos,1,0,2026-06-16,6500000
A Nice 3 Bedroom Apartment In Lekki Phase 1,"Lekki Phase 1, Lagos. Lekki Phase 1 Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-06-05,20000000
Fully Serviced 2 Bedroom Apartment,"Ajao Estate, Anthony Lagos State. Ajao Estate Isolo Lagos",Detached / Semi-Detached Duplex,Isolo,Lagos,2,3,2026-06-05,5500000
Luxury Serviced 3 Bedroom Apartment Plus Bq,"Lekki Phase 1,lagos State. Lekki Phase 1 Lekki Lagos",Luxury Apartment,Lekki,Lagos,3,4,2026-06-05,20000000
Fully Serviced 1 Bedroom Apartment,Lekki Phase 1 Lagos State. Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,2,2026-06-05,6000000
Spacious Serviced 3 Bedroom Apartment Plus Bq,"Off Bourdillon/macpherson Road, Ikoyi Lagos State. Macpherson Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,4,2026-06-05,30000000
Twi Bedroom Flat For Rent,Adesan Mowe Obafemi Owode Ogun,Detached / Semi-Detached Duplex,Owode,Ogun,2,3,2026-06-05,1000000
Luxury Serviced 2 Bedroom Apartment Plus Bq,"Agidan Road, Agungi Lekki,lagos State. Agungi Lekki Lagos",Luxury Apartment,Lekki,Lagos,2,3,2026-06-05,6500000
Executive 3 Bedroom Apartment In Palmgroove,"Palmgroove, Lagos. Palmgrove Shomolu Lagos",Detached / Semi-Detached Duplex,Shomolu,Lagos,3,3,2026-06-05,5000000
Spacious Serviced 3 Bedroom Apartment Plus Bq,"Safecourt Estate, Ikate Lekki,lagos State. Ikate Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,2026-06-05,12500000
Fully Serviced 3 Bedroom Apartment Plus Bq,Off Periwinkle Estate Lekki Phase 1 Lagos State. Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,4,2026-06-05,30000000
6 Bedroom Duplex With Bq,Extension Katampe Abuja,Terraced Duplex,Katampe,Abuja,0,0,2026-06-05,30000000
Fully Serviced 2 Bedroom Apartment Plus Bq,Off Periwinkle Estate Lekki Phase 1 Lagos State. Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,2026-06-05,10000000
Waterfront Serviced 2 Bedroom Penthouse Apartment,"Off Admiralty Road Lekki Phase 1,lagos State. Lekki Phase 1 Lekki Lagos",Detached / Semi-Detached Duplex,Lekki,Lagos,2,3,2026-06-05,15000000
Standard Roomself With Pop At Off Ikotun Igando Road,Ikotun Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,0,0,2026-06-05,600000
4 Bedroom,Abule Egba Lagos,Detached / Semi-Detached Duplex,Abule Egba,Lagos,0,0,2026-06-05,5000000
A Spacious 5 Bedroom,Parkview Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,5,6,2026-06-05,70000000
One Bedroom And Parlor Mini Flat,Estate Ologolo Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-06-05,4500000
One Bedroom And Parlor Mini Flat Ground,Estate Osapa London Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-06-05,4000000
One Bedroom And Parlor(mini Flat) Upstairs,Estate Osapa London Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-06-05,3500000
One Bedroom & Parlor (mini Flat),Estate Osapa London Lekki Lagos,Mini Flat,Lekki,Lagos,1,1,2026-06-05,3500000
3 Bedroom Flat Apartment,Oke Ira Ado Road Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,2026-06-05,3000000
Luxury 2 Bedroom Flat With Solar,Near Suncity Duboyi Abuja,Luxury Apartment,Duboyi,Abuja,2,2,2026-03-07,6000000
Standard Two Bedroom Flat. Ensuite And Pop,Off Abiola Bridge Okeira Oke Ira Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,2,3,2026-06-22,2500000
Sharp One Bedroom Flat Downstairs,Teacher Qauters By Ologunfe Awoyaya Awoyaya Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,1,1,2026-06-05,1000000
New Mini Flat,Shomolu Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,2026-03-23,2400000
Executive Mini Flat,Ijesha Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,2026-04-22,2000000
Executive Miniflat,Ijesha Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,1,1,2026-04-03,2700000
Mini Flat,Ijesha Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,2026-05-07,3000000
Room Self Contained,Oworonshoki Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,0,0,2026-04-24,500000
Mini Flat,Abaranje Ikotun Igando Lagos,Mini Flat,Ikotun Igando,Lagos,1,1,2026-04-24,1000000
Room Self Contained,Ikorodu Lagos,Detached / Semi-Detached Duplex,Ikorodu,Lagos,0,0,2026-04-24,600000
Room Self Contained,Isawo Ikorodu Lagos,Detached / Semi-Detached Duplex,Ikorodu,Lagos,0,0,2026-04-24,600000
Mini Flat,Shomolu Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,2026-04-24,2000000
Mini Flat,Shomolu Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,2026-04-28,1500000
Mini Flat,Shomolu Shomolu Lagos,Mini Flat,Shomolu,Lagos,1,1,2026-04-28,2000000
Room Self Contained,Ijesha Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,0,0,2026-05-11,700000
Standard Mini Flat,Aguda Surulere Lagos,Mini Flat,Surulere,Lagos,1,1,2026-04-21,1500000
Room Self Contained,Bariga Shomolu Lagos,Detached / Semi-Detached Duplex,Bariga,Lagos,0,0,2026-04-24,500000
Standard Mini Flat,Igando Ikotun Igando Lagos,Mini Flat,Ikotun Igando,Lagos,1,1,2026-05-05,1200000
Newly Built Mini Flat,Ebute Metta Yaba Lagos,Mini Flat,Yaba,Lagos,1,1,2026-05-12,2200000
Room Self Contained,Oworonshoki Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,0,0,2026-04-24,900000
Newly Built Room Self Contained,Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,2026-05-12,900000
Executive Miniflat,Itire Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,1,1,2026-04-25,2500000
Mni Flat,Aguda Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,1,1,2026-05-07,2500000
Executive Mini Flat,Berger Ojodu Lagos,Mini Flat,Ojo,Lagos,1,1,2026-04-18,1700000
Newly Built Room Self Contained,Shomolu Lagos,Detached / Semi-Detached Duplex,Shomolu,Lagos,0,0,2025-10-29,1300000
Room Self Contained,Oworonshoki Gbagada Lagos,Detached / Semi-Detached Duplex,Gbagada,Lagos,0,0,2026-04-24,1000000
Executive Miniflat,Aguda Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,1,1,2026-04-03,2000000
Mini Flat,Oworonshoki Gbagada Lagos,Mini Flat,Gbagada,Lagos,1,1,2026-04-24,1800000
Mini Flat,Agric Ikorodu Lagos,Mini Flat,Ikorodu,Lagos,1,1,2026-04-24,1200000
Room Self Contain,Berger Ojodu Lagos,Detached / Semi-Detached Duplex,Ojo,Lagos,0,0,2026-04-24,800000
Room Self Contained,Aguda Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,0,0,2026-05-07,1500000
A Room Self Contained,Aguda Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,0,0,2026-04-21,600000
3 Bedroom Apartment,Lekki Phase 1 Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,2026-05-04,23000000
3 Bedroom Flat,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,0,2026-04-09,38000000
2 Bedroom Apartment,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,0,0,2026-01-12,35000000
3 Bedroom Apartment,Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,0,2026-02-23,30000000
2bedroom Flat Apartment,Close To Excellence Hotel Ogba Ikeja Lagos Ajayi Road Ogba Lagos,Detached / Semi-Detached Duplex,Ikeja,Lagos,2,2,2026-06-05,3500000
Room Self Contained,Serene And Secure Estate Lakowe Lakowe Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-05-18,700000
Spacious Room Self Contained,New Road Before Chevron Traffic Light Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-04-27,250000
Upstairs Single Room Self Contained,Idado Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-03-12,1600000
Room Self Contained,Serene Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-16,1300000
Luxury Mini Flat,Golf Road Lakowe Ajah Lagos,Mini Flat,Ajah,Lagos,1,1,2026-03-09,1700000
Mini Flat,Lakowe Golf Road Lakowe Ajah Lagos,Mini Flat,Ajah,Lagos,1,1,2026-03-09,1500000
Room Self Contained,Serene And Secure Estate Lakowe Lakowe Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-05-18,600000
Nice And Standard Self Con With Kitchen,Serene And Secure Compound New Road Before Chevron Traffic Light Lekki Alpha Beach Road Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,0,0,2026-05-23,150000
Standard Mini Flat,"Serene And Secure Estate, Agungi Lekki Lagos",Mini Flat,Lekki,Lagos,0,0,2026-04-09,2500000
Mini Flat,Ikate Lekki Lagos,Mini Flat,Lekki,Lagos,1,0,2026-05-16,3500000
Spacious 3 Bedroom Flat,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,3,3,2026-03-09,6500000
3 Bedroom Apartment,Serene And Secure Estate Lakowe Lagos Lakowe Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,3,3,2026-05-16,2000000
A Luxury 2 Bedroom Flat Upstairs,Rockstone Estate Badore Ajah Lagos,Luxury Apartment,Ajah,Lagos,2,2,2026-06-05,2500000
Newly Built 2 Bedroom Flat,Egbe Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,2,0,2026-05-26,2500000
2 Bedroom Flat,Olosha Mushin Lagos,Detached / Semi-Detached Duplex,Mushin,Lagos,2,0,2026-03-23,2500000
2 Bedroom Flat,Alapere Ketu Kosofe Ikosi Lagos,Detached / Semi-Detached Duplex,Ketu,Lagos,2,0,2026-05-15,3000000
3 Bedroom Apartment,Off Muri Okunola Street Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-09-10,18000000
3 Bedroom Apartment+ Bq,Old Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-14,55000000
1 Bedroom Flat,Vina Estate Badore Ajah Lagos,Detached / Semi-Detached Duplex,Ajah,Lagos,0,0,2026-02-18,900000
4 Bedroom Apartment,Banana Island Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-09,55000000
Specious Room In A Shared Apartment,Royal Pine Estate Orchid Road Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-30,2000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,30000000
4 Bedroom Apartment,Banana Island Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-05,45000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-08-13,40000000
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-14,40000000
3 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-14,35000000
5 Bedroom Penthouse,Adeola Odeku Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,5,5,2025-07-17,150000
3 Bedroom Apartment,Central Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,40000000
4 Bedroom Flat,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-17,82015200
3 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-09,40000000
3 Bedroom Apartment,Central Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-17,54676800
4 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-09,45000000
3 Bedroom Apartment,Central Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-17,40000000
4 Bedroom Apartment,Banana Island Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-13,45000000
4 Bedroom Oceanview Apartment With Bq,Banana Island Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,3,2025-11-14,82015200
3 Bedroom Apartment With Bq,Banana Island Estate Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,2,2025-12-16,39999999
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-12-16,32000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,25000000
4 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,136692000
3 Bedroom Apartment With Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,30000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,35000000
2 Bedroom Flat,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,2026-03-12,4000000
2 Bedroom Flat,Baruwa Ipaja Lagos,Detached / Semi-Detached Duplex,Ipaja,Lagos,2,0,2026-03-05,2500000
4 Bedroom Detached Duplex With Bq,Off Owuokiri Crescent Alaka Estate Surulere Lagos,Terraced Duplex,Surulere,Lagos,0,0,2026-06-11,20000000
Furnished 3 Bedroom Apartment,Olugbosi Close Bishop Oluwole Street Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,0,2026-05-08,35000000
3 Bedroom Flat,"Beside Access Bank, Off Cmd Rd Cmd Road Kosofe Ikosi Lagos",Detached / Semi-Detached Duplex,Kosofe Ikosi,Lagos,3,0,2026-05-13,6000000
Mini Flat,Adekunle Yaba Lagos,Mini Flat,Yaba,Lagos,1,0,2026-05-18,1800000
4 Bedroom Office Apartment,Sanusi Fafunwa Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,4,0,2026-05-14,30000000
Room Self Contain,Isawo Ikorodu Lagos,Detached / Semi-Detached Duplex,Ikorodu,Lagos,0,0,2026-06-03,600000
3 Bedroom Apartment With Bq,2nd Avenue Extension Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,0,2026-05-25,40000000
3 Bedroom Apartment,2nd Avenue Extension Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,0,0,2026-05-25,65000000
2 Bedroom Furnished Apartment,Ikate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,2,2026-05-22,15000000
2 Bedroom Apartment,Oniru Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2026-05-21,12000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,54676800
4 Bedroom Apartment,Central Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-07-17,40000000
2 Bedroom Flat,Ire Akari Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,2,0,2026-05-18,3500000
3 Bedroom Apartment,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-07-17,40000000
4 Bedroom Apartment With Bq,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-08-13,60000000
4 Bedroom Apartment,Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-05,45000000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-14,45000000
3 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,25000000
Waterfront 2 Bedroom Apartment,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,2,2,2025-11-10,25000000
Furnished 3 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,25000000
Furnished 3 Bedroom Apartment With Bq,Adeola Odeku Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-11-10,27999999
4 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-16,45000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,45000000
3 Bedroom Apartment With Bq,Old Ikoyi Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-11-10,54675433
Specious Self Contain In A Shared Apartment,Oral Extension Oral Estate Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-05-30,1800000
2 Bedroom Apartment,Ogba Lagos,Detached / Semi-Detached Duplex,Ogba,Lagos,2,0,2026-02-27,3000000
Brand New 3 Bedroom Apartment,Dawaki Abuja,Detached / Semi-Detached Duplex,Dawaki,Abuja,0,0,2026-04-14,4500000
2 Bedroom Flat,Iwaya Yaba Lagos,Detached / Semi-Detached Duplex,Yaba,Lagos,2,0,2026-05-18,3500000
3 Bedroom Apartment With Bq,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-07-23,40000000
2 Bedroom Flat,Peace Villa Jakande Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,2,0,2026-05-18,1800000
2 Bedroom Apartment,Jakande Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,2,0,2026-05-18,2000000
Miniflat Apartment,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-03-17,4500000
2 Bedroom Flat,Ahmadu Bello Way Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,0,2026-05-07,30000000
4 Bedroom Apartment With Bq,"Banana Island Estate , Ikoyi Lagos",Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-11-14,45000000
Self Contain Apartment,Governors Road Ikotun Igando Lagos,Detached / Semi-Detached Duplex,Ikotun Igando,Lagos,0,0,2026-05-29,300000
Newly Built Two Bedroom Flat,Erunwen Ikorodu Lagos,Detached / Semi-Detached Duplex,Ikorodu,Lagos,2,0,2026-06-02,1000000
Newly Renovated 3 Bedroom,Oluyole Estate Oluyole Estate Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-06-16,3000000
Newly Built 2 Bedroom Flat,Jakande Estate Okeafa Jakande Estate Isolo Lagos,Detached / Semi-Detached Duplex,Isolo,Lagos,2,0,2026-05-18,2500000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,0,2025-07-17,20000000
2 Bedroom Penthouse,Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,2,2,2026-06-19,30000000
Semi Masters Room,Orchid Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-18,1800000
Spacious Studio Apartment Downstairs,Chevron Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,1,1,2026-06-18,3000000
2 Bedroom Flat,"Valley View Estate, Ebute Ikorodu Lagos",Detached / Semi-Detached Duplex,Ikorodu,Lagos,2,0,2026-06-01,1700000
A Well Finished 2 Bedrooms Self Compound,Kolapo Ishola Gra Akobo Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,2,2,2026-06-17,3500000
3 Bedroom Apartment,Banana Island Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,3,3,2025-12-16,45000000
Newly Built Roomself Contained,Goshen Estate Ajibode Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,1,1,2026-06-16,380000
2 Bedroom Apartment,Agungi Lekki Lagos,Detached / Semi-Detached Duplex,Lekki,Lagos,2,0,2026-03-18,14000000
Renovated Pop Standard 3bedroom Flat,7up Zartech Oluyole Industrial Oluyole Estate Ibadan Oyo,Detached / Semi-Detached Duplex,Ibadan,Oyo,3,3,2026-06-10,1300000
3 Bedroom Flat,Iponri Surulere Lagos,Detached / Semi-Detached Duplex,Surulere,Lagos,3,0,2026-06-19,4000000
4 Bedroom Apartment With Bq,Old Ikoyi Lagos,Detached / Semi-Detached Duplex,Ikoyi,Lagos,4,4,2025-12-16,45108360
3 Bedroom Apartment,Kofo Abayomi Victoria Island Lagos,Detached / Semi-Detached Duplex,Victoria Island,Lagos,3,3,2025-08-12,40000000
